Métier,Entreprise,Poste,Niveau,Lieu,Salaire,Expérience,Compétences,Description
Data Manager,Non spécifié,Data manager (H/F),Alternance,64 - Bayonne,Non spécifié,Débutant accepté,"api, python, aws, pipeline, nosql, big data, r, scala, hadoop, ia, gcp, spark, sql, azure",Description du poste : Missions principales - Concevoir et optimiser les pipelines de données pour la collecte et l'analyse des informations visiteurs (et exposants) de nos salons industriels - Enrichir et qualifier les bases de données de prospections visiteurs et exposants - Participer à la mise en place d'une infrastructure data scalable et évolutive - Contribuer au développement de solutions innovantes pour l'exploitation rapide des données en temps réel lors de toutes les phases d'un événem
Data Manager,Non spécifié,Data manager (H/F),Alternance,40 - Mont-de-Marsan,Non spécifié,Débutant accepté,"api, python, aws, pipeline, nosql, big data, r, scala, hadoop, ia, gcp, spark, sql, azure",Description du poste : Missions principales - Concevoir et optimiser les pipelines de données pour la collecte et l'analyse des informations visiteurs (et exposants) de nos salons industriels - Enrichir et qualifier les bases de données de prospections visiteurs et exposants - Participer à la mise en place d'une infrastructure data scalable et évolutive - Contribuer au développement de solutions innovantes pour l'exploitation rapide des données en temps réel lors de toutes les phases d'un événem
Data Manager,Non spécifié,Data manager (H/F),Senior,92 - Hauts-de-Seine,Non spécifié,3 An(s),"api, go, aws, ia, gcp, pipeline, r, azure","Description du poste : En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise Wavestone recherche actuellement des profils : Description de l'entreprise Rejoignez un cabinet de conseil international qui accompagne les grandes transformations stratégiques. Nous sommes Wavestone : des expert·e"
Data Manager,Storme RH,Data Manager (H/F),Senior,974 - Saint-Louis,Non spécifié,Non spécifié,"go, r, git","Description: Vous serez en charge de piloter la stratégie, les outils et les équipes dédiées à la gestion des données au sein d’une organisation en pleine transformation digitale. Votre rôle est central pour garantir la qualité, la sécurité et la valorisation des données dans les processus métiers et décisionnels.  Vos missions : - Définir la feuille de route data et valider les choix technologiques. - Concevoir l’architecture des données et organiser leur collecte. - Mettre en place la gouverna"
Data Manager,Non spécifié,Data manager in-service products f/h (H/F),Non spécifié,91 - Saclay,Non spécifié,Expérience exigée,"go, r, ia","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en"
Data Manager,Non spécifié,Data Product Manager - Sales (f/m/d) (H/F),Senior,59 - Villeneuve-d'Ascq,Non spécifié,Débutant accepté,"excel, databricks, api, tableau, python, aws, r, scala, git, ia, airflow, spark, sql","Rejoins les équipes Data de Decathlon en tant que Data Product Manager ""Sales"" à Lille ! Chez Decathlon, nous croyons au pouvoir du sport pour unir et inspirer. Notre mission : rendre le sport accessible au plus grand nombre, partout dans le monde. Pour y parvenir, la donnée est au cœur de notre stratégie et guide chacune de nos décisions, de la conception du produit à l'expérience client. Notre entité Data coordonne toutes les activités visant à accélérer et généraliser l'usage et la valorisati"
Data Manager,Non spécifié,Data manager (H/F),Non spécifié,69 - Chaponnay,Non spécifié,1 An(s),"rest, c#, go, java, etl, ia, api, r, azure","Description du poste : Si vous aimez les bons produits, le bon sens et la bonne ambiance, rejoignez nous ! Au programme, des missions aux petits oignons :***Assurer le recueil du besoin et le cadrage des demandes de nouveaux flux inter-applicatifs, * Développer de nouveaux flux ou faire évoluer des flux existants, * Réaliser les tests de bon fonctionnement, * Assurer la mise en production, * Réaliser le maintien en conditions opérationnelles (MCO), * Assurer le support niveau 3, * Proposer et me"
Data Manager,Non spécifié,Manager Data Factory H/F,Senior,92 - Puteaux,Non spécifié,Débutant accepté,"go, etl, ia, scala, spark, r","Au sein de la Division Data de G2S (Groupama Supports et Services), GIE informatique du Groupe Groupama, nous recherchons un(e) Manager Data Factory pour piloter les développements de notre écosystème OCEAN, centré sur les solutions Data et les usages décisionnels.Dans un environnement technologique exigeant, structuré autour de deux plateformes de données et d'une plateforme évènementielle, vous serez garant(e) de la qualité, de la performance et de l'industrialisation des développements réalis"
Data Manager,Non spécifié,Data manager (H/F),Senior,38 - Saint-Quentin-Fallavier,Non spécifié,1 An(s),"go, r, ia, git, sql","Description du poste : Pour accompagner sa stratégie d'innovation, l'entreprise recrute un expert en Intelligence Artificielle . Vous rejoindrez le pôle Applications (7 personnes) au sein de la DSI (17 personnes) et travaillerez directement avec le DSI sur des projets concrets : développement d'outils connectés à ChatGPT, génération de contenus e-commerce, traduction, automatisation de requêtes SQL, reconnaissance vocale ou encore solutions d'aide à la préconisation (sélection de pompes selon le"
Data Manager,Non spécifié,"Manager IT - Equipes projets, applications Digitales et data H/F",Non spécifié,93 - Noisy-le-Grand,Non spécifié,Débutant accepté,"excel, ia, r, git","Savez-vous ce qui donne du sens à vos actions ?Pour le groupe Groupama, c'est de permettre au plus grand nombre de construire leur vie en confiance. - Alors, si notre raison d'être a du sens pour vous, nous vous offrons l'opportunité de pouvoir l'incarner ensemble.Mutuaide est la filiale du groupe Groupama spécialisée dans l'assistance et l'assurance affinitaire.Notre mission ? Aider les assurés en déployant des solutions adaptées pour leur permettre de faire face aux aléas de la vie (dépannage,"
Data Manager,Non spécifié,Master Data Manager H/F,Non spécifié,65 - AZEREIX,Annuel de,Expérience exigée de 3 An(s),"excel, go, r, ia","Prendre soin des avions est votre passion ? TARMAC Aerosave est votre destination ! Envie de rejoindre le n°1 en Europe sur le Stockage d'aéronefs &amp; n°1 mondial sur le recyclage des avions ? N'hésitez plus, venez rejoindre une équipe dynamique et une société en pleine croissance ! Nous recherchons actuellement un(e) Master Data Manager (H/F), en CDI sur notre site de Tarbes (65)   En tant que Master Data Manager, vous êtes en charge de la création, de la mise à jour et de la fiabilité des do"
Data Manager,Non spécifié,Data Manager (H/F),Senior,75 - Paris 9e Arrondissement,Non spécifié,1 An(s),"rest, python, ia, scala, hadoop, kafka, spark, r","Description du poste : En tant que Manager Data , vous aurez un rôle clé entre pilotage technique et vision business . Dans ce cadre, vos missions principales seront les suivantes :***Manager une équipe de 5 à 7 experts (data scientist, data engineer, analystes) et assurer leur montée en compétences * Participer aux recrutements et à la gestion du knowledge management * Être le relais technique en rendez-vous client, aux côtés des équipes commerciales * Contribuer au développement business : app"
Data Product Manager,GBH,PRODUCT OWNER DATA (H/F),Non spécifié,972 - Lamentin,Non spécifié,5 An(s),"rest, power bi, dash, ia, git, r","En tant que Product Owner Data, vous jouez un rôle clé dans la valorisation des données pour répondre aux besoins des utilisateurs et générer des insights utiles aux filiales du groupe.  Vous travaillerez en étroite collaboration avec toute l'équipe Data &; BI composée de Data Ingénieurs, Data Analystes/Scientists, Product Owner Data (.).  Vos missions :   * Recueillir, formaliser et prioriser les besoins data des filiales et direction générale, en lien avec les enjeux business, opérationnels et"
Data Product Manager,Non spécifié,Product owner crm & data f/h (H/F),Non spécifié,31 - Colomiers,Non spécifié,Expérience exigée,"tableau, power bi, go, ia, api, r","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en"
Data Product Manager,Non spécifié,Product Owner Data & IA (H/F),Non spécifié,59 - Lesquin,Non spécifié,Débutant accepté,"ia, r, git","Pour accompagner notre croissance et nos directions support, nous recherchons notre futur(e) Product Owner Data &amp; IA.&#xa0;? Vos enjeuxRattaché(e) à la Direction Data &amp; IA, vous serez responsable de la définition, du pilotage et de la valorisation des produits Data &amp; IA au service d'une ou plusieurs Directions de l'entreprise (marketing, supply chain, finance, e-commerce, offre, retail, RH, etc.). Véritable Business Partner, vous jouerez un rôle clé pour transformer les données en le"
Cloud Data Engineer,Talan,Cloud Data Engineer Confirmé - Senior H/F,Senior,59 - Lille,Non spécifié,Expérience exigée,"excel, python, kafka, pipeline, java, databricks, jenkins, postgresql, big data, mysql, spark, gitlab, rest, ia, scrum, snowflake, sql, r, azure, go, scala, git, gcp","POSTE : Cloud Data Engineer Confirmé - Senior H/F DESCRIPTION : Nous sommes à la recherche d'un Cloud & Big Data Engineer (F/H) confirmé ou sénior capable de participer à des projets techniques d'intégration de données : acquisition, préparation, modélisation et stockage, exposition,. Vous devrez faire preuve d'un état d'esprit à la fois innovant, méthodique, orienté solution (et non problème !), et communiquant.  Votre but ultime sera de garantir l'excellence de vos solutions de Data Engineerin"
Cloud Data Engineer,Safran,Ingénieur-e Data Cloud Expérimenté-e H/F,Senior,76 - Gonfreville-l'Orcher,Non spécifié,10 An(s),"python, aws, pipeline, agile, etl, ia, git, spark, r, azure","Au sein du pôle Data de la Digital Factory, vous interviendrez sur la conception, l'implémentation et l'optimisation de pipelines de données dans le cadre d'une plateforme Data déployée dans le cloud. Vous évoluerez dans un environnement de travail multiculturel et collaborerez étroitement avec les équipes Data, DevOps et Métiers, dans une dynamique agile et orientée produit.  Concevoir, développer et maintenir des pipelines de données fiables et performants.  Exploiter les services cloud pour m"
